C-16 POPULATION BY MOTHER TONGUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Table,State,District,Town,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,code,,tongue,,P,M,F,P,M,F,P,M,F
,,,,,code,,1,2,3,4,5,6,7,8,9
,,,,,,,,,,,,,,,
C0116,29,576,803187,Madikeri (CMC),072024, Kurukh/Oraon,1,0,1,0,0,0,1,0,1
C0116,29,576,803187,Madikeri (CMC),091000,91 MUNDA,3,1,2,0,0,0,3,1,2
C0116,29,576,803187,Madikeri (CMC),091009, Munda,3,1,2,0,0,0,3,1,2
C0116,29,576,803187,Madikeri (CMC),117000,117 TULU ,2900,1408,1492,0,0,0,2900,1408,1492
C0116,29,576,803187,Madikeri (CMC),117009, Tulu,2900,1408,1492,0,0,0,2900,1408,1492
C0116,29,576,803187,Madikeri (CMC),124000,124 OTHERS,3320,1661,1659,0,0,0,3320,1661,1659
C0116,29,576,803188,Somvarpet (TP),006000,6 HINDI ,101,65,36,0,0,0,101,65,36
C0116,29,576,803188,Somvarpet (TP),006240, Hindi,89,56,33,0,0,0,89,56,33
C0116,29,576,803188,Somvarpet (TP),006353, Lamani/Lambadi,6,4,2,0,0,0,6,4,2
C0116,29,576,803188,Somvarpet (TP),006489, Rajasthani,6,5,1,0,0,0,6,5,1
C0116,29,576,803188,Somvarpet (TP),007000,7 KANNADA,4613,2299,2314,0,0,0,4613,2299,2314
C0116,29,576,803188,Somvarpet (TP),007016, Kannada,4612,2298,2314,0,0,0,4612,2298,2314
C0116,29,576,803188,Somvarpet (TP),007027, Kuruba/Kurumba,1,1,0,0,0,0,1,1,0
C0116,29,576,803188,Somvarpet (TP),009000,9 KONKANI,173,81,92,0,0,0,173,81,92
C0116,29,576,803188,Somvarpet (TP),009011, Konkani,173,81,92,0,0,0,173,81,92
C0116,29,576,803188,Somvarpet (TP),011000,11 MALAYALAM,465,240,225,0,0,0,465,240,225
C0116,29,576,803188,Somvarpet (TP),011016, Malayalam,461,239,222,0,0,0,461,239,222
C0116,29,576,803188,Somvarpet (TP),011999,11 Others,4,1,3,0,0,0,4,1,3
C0116,29,576,803188,Somvarpet (TP),013000,13 MARATHI ,76,39,37,0,0,0,76,39,37
C0116,29,576,803188,Somvarpet (TP),013004, Are,31,15,16,0,0,0,31,15,16
C0116,29,576,803188,Somvarpet (TP),013071, Marathi,45,24,21,0,0,0,45,24,21
C0116,29,576,803188,Somvarpet (TP),020000,20 TAMIL ,232,117,115,0,0,0,232,117,115
C0116,29,576,803188,Somvarpet (TP),020027, Tamil,232,117,115,0,0,0,232,117,115
C0116,29,576,803188,Somvarpet (TP),021000,21 TELUGU ,314,152,162,0,0,0,314,152,162
C0116,29,576,803188,Somvarpet (TP),021046, Telugu,314,152,162,0,0,0,314,152,162
C0116,29,576,803188,Somvarpet (TP),022000,22 URDU,337,174,163,0,0,0,337,174,163
C0116,29,576,803188,Somvarpet (TP),022015, Urdu,337,174,163,0,0,0,337,174,163
C0116,29,576,803188,Somvarpet (TP),037000,37 COORGI/KODAGU ,121,59,62,0,0,0,121,59,62
C0116,29,576,803188,Somvarpet (TP),037003, Kodava,121,59,62,0,0,0,121,59,62
C0116,29,576,803188,Somvarpet (TP),117000,117 TULU ,288,131,157,0,0,0,288,131,157
C0116,29,576,803188,Somvarpet (TP),117009, Tulu,288,131,157,0,0,0,288,131,157
C0116,29,576,803188,Somvarpet (TP),124000,124 OTHERS,9,6,3,0,0,0,9,6,3
C0116,29,576,803189,Kushalnagar (TP),002000,2 BENGALI ,4,1,3,0,0,0,4,1,3
C0116,29,576,803189,Kushalnagar (TP),002007, Bengali,4,1,3,0,0,0,4,1,3
C0116,29,576,803189,Kushalnagar (TP),005000,5 GUJARATI,8,5,3,0,0,0,8,5,3
C0116,29,576,803189,Kushalnagar (TP),005018, Gujarati,4,2,2,0,0,0,4,2,2
C0116,29,576,803189,Kushalnagar (TP),005999,5 Others,4,3,1,0,0,0,4,3,1
C0116,29,576,803189,Kushalnagar (TP),006000,6 HINDI ,519,295,224,0,0,0,519,295,224
C0116,29,576,803189,Kushalnagar (TP),006240, Hindi,378,218,160,0,0,0,378,218,160
C0116,29,576,803189,Kushalnagar (TP),006353, Lamani/Lambadi,2,2,0,0,0,0,2,2,0
C0116,29,576,803189,Kushalnagar (TP),006400, Marwari,79,43,36,0,0,0,79,43,36
C0116,29,576,803189,Kushalnagar (TP),006489, Rajasthani,60,32,28,0,0,0,60,32,28
C0116,29,576,803189,Kushalnagar (TP),007000,7 KANNADA,7174,3621,3553,0,0,0,7174,3621,3553
C0116,29,576,803189,Kushalnagar (TP),007016, Kannada,7169,3619,3550,0,0,0,7169,3619,3550
C0116,29,576,803189,Kushalnagar (TP),007999,7 Others,5,2,3,0,0,0,5,2,3
C0116,29,576,803189,Kushalnagar (TP),009000,9 KONKANI,183,91,92,0,0,0,183,91,92
C0116,29,576,803189,Kushalnagar (TP),009011, Konkani,174,87,87,0,0,0,174,87,87
C0116,29,576,803189,Kushalnagar (TP),009020, Nawait,9,4,5,0,0,0,9,4,5
C0116,29,576,803189,Kushalnagar (TP),011000,11 MALAYALAM,1830,900,930,0,0,0,1830,900,930
C0116,29,576,803189,Kushalnagar (TP),011016, Malayalam,1829,900,929,0,0,0,1829,900,929
C0116,29,576,803189,Kushalnagar (TP),011026, Yerava,1,0,1,0,0,0,1,0,1
C0116,29,576,803189,Kushalnagar (TP),013000,13 MARATHI ,544,258,286,0,0,0,544,258,286
C0116,29,576,803189,Kushalnagar (TP),013004, Are,339,165,174,0,0,0,339,165,174
C0116,29,576,803189,Kushalnagar (TP),013071, Marathi,205,93,112,0,0,0,205,93,112
C0116,29,576,803189,Kushalnagar (TP),014000,14 NEPALI ,6,5,1,0,0,0,6,5,1
C0116,29,576,803189,Kushalnagar (TP),014011, Nepali,6,5,1,0,0,0,6,5,1
C0116,29,576,803189,Kushalnagar (TP),016000,16 PUNJABI ,4,4,0,0,0,0,4,4,0
C0116,29,576,803189,Kushalnagar (TP),016038, Punjabi,4,4,0,0,0,0,4,4,0
C0116,29,576,803189,Kushalnagar (TP),020000,20 TAMIL ,672,353,319,0,0,0,672,353,319
C0116,29,576,803189,Kushalnagar (TP),020015, Korava,1,0,1,0,0,0,1,0,1
C0116,29,576,803189,Kushalnagar (TP),020027, Tamil,671,353,318,0,0,0,671,353,318
C0116,29,576,803189,Kushalnagar (TP),021000,21 TELUGU ,882,452,430,0,0,0,882,452,430
C0116,29,576,803189,Kushalnagar (TP),021046, Telugu,882,452,430,0,0,0,882,452,430
C0116,29,576,803189,Kushalnagar (TP),022000,22 URDU,2259,1142,1117,0,0,0,2259,1142,1117
C0116,29,576,803189,Kushalnagar (TP),022015, Urdu,2259,1142,1117,0,0,0,2259,1142,1117
C0116,29,576,803189,Kushalnagar (TP),037000,37 COORGI/KODAGU ,549,258,291,0,0,0,549,258,291
C0116,29,576,803189,Kushalnagar (TP),037003, Kodava,549,258,291,0,0,0,549,258,291
C0116,29,576,803189,Kushalnagar (TP),040000,40 ENGLISH ,13,6,7,0,0,0,13,6,7
C0116,29,576,803189,Kushalnagar (TP),040001, English,13,6,7,0,0,0,13,6,7
C0116,29,576,803189,Kushalnagar (TP),117000,117 TULU ,377,191,186,0,0,0,377,191,186
C0116,29,576,803189,Kushalnagar (TP),117009, Tulu,377,191,186,0,0,0,377,191,186
C0116,29,576,803189,Kushalnagar (TP),124000,124 OTHERS,302,160,142,0,0,0,302,160,142
C0116,29,576,803190,Virajpet (TP),002000,2 BENGALI ,14,6,8,0,0,0,14,6,8
C0116,29,576,803190,Virajpet (TP),002007, Bengali,14,6,8,0,0,0,14,6,8
C0116,29,576,803190,Virajpet (TP),005000,5 GUJARATI,10,6,4,0,0,0,10,6,4
C0116,29,576,803190,Virajpet (TP),005018, Gujarati,10,6,4,0,0,0,10,6,4
C0116,29,576,803190,Virajpet (TP),006000,6 HINDI ,150,99,51,0,0,0,150,99,51
C0116,29,576,803190,Virajpet (TP),006096, Bharmauri/Gaddi,1,1,0,0,0,0,1,1,0
C0116,29,576,803190,Virajpet (TP),006102, Bhojpuri,1,1,0,0,0,0,1,1,0
C0116,29,576,803190,Virajpet (TP),006240, Hindi,92,62,30,0,0,0,92,62,30
C0116,29,576,803190,Virajpet (TP),006400, Marwari,48,30,18,0,0,0,48,30,18
C0116,29,576,803190,Virajpet (TP),006489, Rajasthani,8,5,3,0,0,0,8,5,3
C0116,29,576,803190,Virajpet (TP),007000,7 KANNADA,3251,1653,1598,0,0,0,3251,1653,1598
C0116,29,576,803190,Virajpet (TP),007016, Kannada,3248,1650,1598,0,0,0,3248,1650,1598
C0116,29,576,803190,Virajpet (TP),007027, Kuruba/Kurumba,3,3,0,0,0,0,3,3,0
C0116,29,576,803190,Virajpet (TP),008000,8 KASHMIRI ,1,0,1,0,0,0,1,0,1
C0116,29,576,803190,Virajpet (TP),008005, Kashmiri,1,0,1,0,0,0,1,0,1
C0116,29,576,803190,Virajpet (TP),009000,9 KONKANI,784,382,402,0,0,0,784,382,402
C0116,29,576,803190,Virajpet (TP),009011, Konkani,620,300,320,0,0,0,620,300,320
C0116,29,576,803190,Virajpet (TP),009020, Nawait,164,82,82,0,0,0,164,82,82
C0116,29,576,803190,Virajpet (TP),011000,11 MALAYALAM,5073,2603,2470,0,0,0,5073,2603,2470
C0116,29,576,803190,Virajpet (TP),011016, Malayalam,5016,2574,2442,0,0,0,5016,2574,2442
C0116,29,576,803190,Virajpet (TP),011026, Yerava,57,29,28,0,0,0,57,29,28
C0116,29,576,803190,Virajpet (TP),013000,13 MARATHI ,340,162,178,0,0,0,340,162,178
C0116,29,576,803190,Virajpet (TP),013004, Are,132,60,72,0,0,0,132,60,72
C0116,29,576,803190,Virajpet (TP),013071, Marathi,204,100,104,0,0,0,204,100,104
C0116,29,576,803190,Virajpet (TP),013999,13 Others,4,2,2,0,0,0,4,2,2
C0116,29,576,803190,Virajpet (TP),014000,14 NEPALI ,4,2,2,0,0,0,4,2,2
C0116,29,576,803190,Virajpet (TP),014011, Nepali,4,2,2,0,0,0,4,2,2
C0116,29,576,803190,Virajpet (TP),015000,15 ODIA ,2,2,0,0,0,0,2,2,0
C0116,29,576,803190,Virajpet (TP),015043, Odia,2,2,0,0,0,0,2,2,0
C0116,29,576,803190,Virajpet (TP),016000,16 PUNJABI ,1,1,0,0,0,0,1,1,0
C0116,29,576,803190,Virajpet (TP),016038, Punjabi,1,1,0,0,0,0,1,1,0
C0116,29,576,803190,Virajpet (TP),020000,20 TAMIL ,829,432,397,0,0,0,829,432,397
C0116,29,576,803190,Virajpet (TP),020027, Tamil,829,432,397,0,0,0,829,432,397
C0116,29,576,803190,Virajpet (TP),021000,21 TELUGU ,750,396,354,0,0,0,750,396,354
C0116,29,576,803190,Virajpet (TP),021046, Telugu,750,396,354,0,0,0,750,396,354
C0116,29,576,803190,Virajpet (TP),022000,22 URDU,2531,1338,1193,0,0,0,2531,1338,1193
C0116,29,576,803190,Virajpet (TP),022015, Urdu,2531,1338,1193,0,0,0,2531,1338,1193
C0116,29,576,803190,Virajpet (TP),037000,37 COORGI/KODAGU ,2493,1169,1324,0,0,0,2493,1169,1324
C0116,29,576,803190,Virajpet (TP),037003, Kodava,2493,1169,1324,0,0,0,2493,1169,1324
C0116,29,576,803190,Virajpet (TP),040000,40 ENGLISH ,1,0,1,0,0,0,1,0,1
C0116,29,576,803190,Virajpet (TP),040001, English,1,0,1,0,0,0,1,0,1
C0116,29,576,803190,Virajpet (TP),117000,117 TULU ,993,465,528,0,0,0,993,465,528
C0116,29,576,803190,Virajpet (TP),117009, Tulu,993,465,528,0,0,0,993,465,528
C0116,29,576,803190,Virajpet (TP),124000,124 OTHERS,19,8,11,0,0,0,19,8,11
C0116,29,576,618089,Gonikoppal (CT),002000,2 BENGALI ,1,0,1,0,0,0,1,0,1
C0116,29,576,618089,Gonikoppal (CT),002007, Bengali,1,0,1,0,0,0,1,0,1
C0116,29,576,618089,Gonikoppal (CT),006000,6 HINDI ,171,111,60,0,0,0,171,111,60
C0116,29,576,618089,Gonikoppal (CT),006240, Hindi,154,103,51,0,0,0,154,103,51
C0116,29,576,618089,Gonikoppal (CT),006353, Lamani/Lambadi,7,3,4,0,0,0,7,3,4
C0116,29,576,618089,Gonikoppal (CT),006400, Marwari,10,5,5,0,0,0,10,5,5
C0116,29,576,618089,Gonikoppal (CT),007000,7 KANNADA,1545,817,728,0,0,0,1545,817,728
C0116,29,576,618089,Gonikoppal (CT),007016, Kannada,1526,808,718,0,0,0,1526,808,718
C0116,29,576,618089,Gonikoppal (CT),007027, Kuruba/Kurumba,19,9,10,0,0,0,19,9,10
C0116,29,576,618089,Gonikoppal (CT),009000,9 KONKANI,187,95,92,0,0,0,187,95,92
C0116,29,576,618089,Gonikoppal (CT),009011, Konkani,158,80,78,0,0,0,158,80,78
C0116,29,576,618089,Gonikoppal (CT),009020, Nawait,29,15,14,0,0,0,29,15,14
C0116,29,576,618089,Gonikoppal (CT),011000,11 MALAYALAM,2599,1306,1293,0,0,0,2599,1306,1293
C0116,29,576,618089,Gonikoppal (CT),011016, Malayalam,2499,1263,1236,0,0,0,2499,1263,1236
C0116,29,576,618089,Gonikoppal (CT),011023, Pania,4,0,4,0,0,0,4,0,4
C0116,29,576,618089,Gonikoppal (CT),011026, Yerava,96,43,53,0,0,0,96,43,53
C0116,29,576,618089,Gonikoppal (CT),013000,13 MARATHI ,62,33,29,0,0,0,62,33,29
C0116,29,576,618089,Gonikoppal (CT),013004, Are,37,19,18,0,0,0,37,19,18
C0116,29,576,618089,Gonikoppal (CT),013071, Marathi,25,14,11,0,0,0,25,14,11
C0116,29,576,618089,Gonikoppal (CT),014000,14 NEPALI ,3,2,1,0,0,0,3,2,1
C0116,29,576,618089,Gonikoppal (CT),014011, Nepali,3,2,1,0,0,0,3,2,1
C0116,29,576,618089,Gonikoppal (CT),020000,20 TAMIL ,490,260,230,0,0,0,490,260,230
C0116,29,576,618089,Gonikoppal (CT),020027, Tamil,490,260,230,0,0,0,490,260,230
C0116,29,576,618089,Gonikoppal (CT),021000,21 TELUGU ,721,349,372,0,0,0,721,349,372
C0116,29,576,618089,Gonikoppal (CT),021046, Telugu,721,349,372,0,0,0,721,349,372
C0116,29,576,618089,Gonikoppal (CT),022000,22 URDU,1304,652,652,0,0,0,1304,652,652
C0116,29,576,618089,Gonikoppal (CT),022015, Urdu,1304,652,652,0,0,0,1304,652,652
C0116,29,576,618089,Gonikoppal (CT),037000,37 COORGI/KODAGU ,809,375,434,0,0,0,809,375,434
C0116,29,576,618089,Gonikoppal (CT),037001, Coorgi/Kodagu,4,2,2,0,0,0,4,2,2
C0116,29,576,618089,Gonikoppal (CT),037003, Kodava,805,373,432,0,0,0,805,373,432
C0116,29,576,618089,Gonikoppal (CT),040000,40 ENGLISH ,1,0,1,0,0,0,1,0,1
C0116,29,576,618089,Gonikoppal (CT),040001, English,1,0,1,0,0,0,1,0,1
C0116,29,576,618089,Gonikoppal (CT),117000,117 TULU ,410,194,216,0,0,0,410,194,216
C0116,29,576,618089,Gonikoppal (CT),117009, Tulu,410,194,216,0,0,0,410,194,216
C0116,29,576,618089,Gonikoppal (CT),124000,124 OTHERS,3,1,2,0,0,0,3,1,2
C0116,29,577,000000,Mysore,001000,1 ASSAMESE,93,67,26,0,0,0,93,67,26
C0116,29,577,000000,Mysore,001002, Assamese,91,65,26,0,0,0,91,65,26
C0116,29,577,000000,Mysore,001999,1 Others,2,2,0,0,0,0,2,2,0
C0116,29,577,000000,Mysore,002000,2 BENGALI ,1323,772,551,0,0,0,1323,772,551
C0116,29,577,000000,Mysore,002007, Bengali,1320,771,549,0,0,0,1320,771,549
C0116,29,577,000000,Mysore,002999,2 Others,3,1,2,0,0,0,3,1,2
C0116,29,577,000000,Mysore,004000,4 DOGRI ,73,37,36,0,0,0,73,37,36
C0116,29,577,000000,Mysore,004001, Dogri,73,37,36,0,0,0,73,37,36
C0116,29,577,000000,Mysore,005000,5 GUJARATI,1628,850,778,0,0,0,1628,850,778
C0116,29,577,000000,Mysore,005018, Gujarati,1358,711,647,0,0,0,1358,711,647
C0116,29,577,000000,Mysore,005057, Saurashtra/Saurashtri,91,46,45,0,0,0,91,46,45
C0116,29,577,000000,Mysore,005999,5 Others,179,93,86,0,0,0,179,93,86
C0116,29,577,000000,Mysore,006000,6 HINDI ,31837,17577,14260,0,0,0,31837,17577,14260
C0116,29,577,000000,Mysore,006030, Awadhi,4,1,3,0,0,0,4,1,3
C0116,29,577,000000,Mysore,006066, Banjari,36,17,19,0,0,0,36,17,19
C0116,29,577,000000,Mysore,006086, Bhadrawahi,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,006102, Bhojpuri,72,48,24,0,0,0,72,48,24
C0116,29,577,000000,Mysore,006149, Churahi,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,006173, Dhundhari,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,006195, Garhwali,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,006207, Gojri/Gujjari/Gujar,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,006235, Haryanvi,5,1,4,0,0,0,5,1,4
C0116,29,577,000000,Mysore,006240, Hindi,25148,13951,11197,0,0,0,25148,13951,11197
C0116,29,577,000000,Mysore,006340, Kumauni,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,006353, Lamani/Lambadi,555,301,254,0,0,0,555,301,254
C0116,29,577,000000,Mysore,006400, Marwari,4680,2491,2189,0,0,0,4680,2491,2189
C0116,29,577,000000,Mysore,006439, Pahari,3,3,0,0,0,0,3,3,0
C0116,29,577,000000,Mysore,006489, Rajasthani,1099,628,471,0,0,0,1099,628,471
C0116,29,577,000000,Mysore,006541, Sugali,4,3,1,0,0,0,4,3,1
C0116,29,577,000000,Mysore,006999,6 Others,223,128,95,0,0,0,223,128,95
C0116,29,577,000000,Mysore,007000,7 KANNADA,799146,399251,399895,0,0,0,799146,399251,399895
C0116,29,577,000000,Mysore,007002, Badaga,57,29,28,0,0,0,57,29,28
C0116,29,577,000000,Mysore,007016, Kannada,798753,399055,399698,0,0,0,798753,399055,399698
C0116,29,577,000000,Mysore,007027, Kuruba/Kurumba,22,9,13,0,0,0,22,9,13
C0116,29,577,000000,Mysore,007041, Prakritha/Prakritha Bhasha,5,3,2,0,0,0,5,3,2
C0116,29,577,000000,Mysore,007999,7 Others,309,155,154,0,0,0,309,155,154
C0116,29,577,000000,Mysore,008000,8 KASHMIRI ,84,41,43,0,0,0,84,41,43
C0116,29,577,000000,Mysore,008005, Kashmiri,79,39,40,0,0,0,79,39,40
C0116,29,577,000000,Mysore,008999,8 Others,5,2,3,0,0,0,5,2,3
C0116,29,577,000000,Mysore,009000,9 KONKANI,6130,2927,3203,0,0,0,6130,2927,3203
C0116,29,577,000000,Mysore,009011, Konkani,5655,2698,2957,0,0,0,5655,2698,2957
C0116,29,577,000000,Mysore,009013, Kudubi/Kudumbi,3,1,2,0,0,0,3,1,2
C0116,29,577,000000,Mysore,009020, Nawait,446,217,229,0,0,0,446,217,229
C0116,29,577,000000,Mysore,009028, Gorboli/Goru/Gorwani,6,3,3,0,0,0,6,3,3
C0116,29,577,000000,Mysore,009999,9 Others,20,8,12,0,0,0,20,8,12
C0116,29,577,000000,Mysore,010000,10 MAITHILI ,37,20,17,0,0,0,37,20,17
C0116,29,577,000000,Mysore,010008, Maithili,37,20,17,0,0,0,37,20,17
C0116,29,577,000000,Mysore,011000,11 MALAYALAM,16350,7733,8617,0,0,0,16350,7733,8617
C0116,29,577,000000,Mysore,011016, Malayalam,16338,7728,8610,0,0,0,16338,7728,8610
C0116,29,577,000000,Mysore,011023, Pania,4,1,3,0,0,0,4,1,3
C0116,29,577,000000,Mysore,011026, Yerava,6,3,3,0,0,0,6,3,3
C0116,29,577,000000,Mysore,011999,11 Others,2,1,1,0,0,0,2,1,1
C0116,29,577,000000,Mysore,012000,12 MANIPURI ,111,48,63,0,0,0,111,48,63
C0116,29,577,000000,Mysore,012003, Manipuri,111,48,63,0,0,0,111,48,63
C0116,29,577,000000,Mysore,013000,13 MARATHI ,25253,12708,12545,0,0,0,25253,12708,12545
C0116,29,577,000000,Mysore,013004, Are,69,38,31,0,0,0,69,38,31
C0116,29,577,000000,Mysore,013071, Marathi,25174,12666,12508,0,0,0,25174,12666,12508
C0116,29,577,000000,Mysore,013999,13 Others,10,4,6,0,0,0,10,4,6
C0116,29,577,000000,Mysore,014000,14 NEPALI ,254,137,117,0,0,0,254,137,117
C0116,29,577,000000,Mysore,014011, Nepali,254,137,117,0,0,0,254,137,117
C0116,29,577,000000,Mysore,015000,15 ODIA ,678,391,287,0,0,0,678,391,287
C0116,29,577,000000,Mysore,015043, Odia,678,391,287,0,0,0,678,391,287
C0116,29,577,000000,Mysore,016000,16 PUNJABI ,623,351,272,0,0,0,623,351,272
C0116,29,577,000000,Mysore,016038, Punjabi,597,340,257,0,0,0,597,340,257
C0116,29,577,000000,Mysore,016999,16 Others,26,11,15,0,0,0,26,11,15
C0116,29,577,000000,Mysore,017000,17 SANSKRIT ,42,25,17,0,0,0,42,25,17
C0116,29,577,000000,Mysore,017002, Sanskrit,42,25,17,0,0,0,42,25,17
C0116,29,577,000000,Mysore,018000,18 SANTALI ,11,5,6,0,0,0,11,5,6
C0116,29,577,000000,Mysore,018040, Santali,10,5,5,0,0,0,10,5,5
C0116,29,577,000000,Mysore,018999,18 Others,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,019000,19 SINDHI,723,368,355,0,0,0,723,368,355
C0116,29,577,000000,Mysore,019008, Kachchhi,4,3,1,0,0,0,4,3,1
C0116,29,577,000000,Mysore,019014, Sindhi,718,364,354,0,0,0,718,364,354
C0116,29,577,000000,Mysore,019999,19 Others,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,020000,20 TAMIL ,51966,25869,26097,0,0,0,51966,25869,26097
C0116,29,577,000000,Mysore,020015, Korava,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,020027, Tamil,51961,25866,26095,0,0,0,51961,25866,26095
C0116,29,577,000000,Mysore,020999,20 Others,2,1,1,0,0,0,2,1,1
C0116,29,577,000000,Mysore,021000,21 TELUGU ,58767,29481,29286,0,0,0,58767,29481,29286
C0116,29,577,000000,Mysore,021046, Telugu,58760,29479,29281,0,0,0,58760,29479,29281
C0116,29,577,000000,Mysore,021999,21 Others,7,2,5,0,0,0,7,2,5
C0116,29,577,000000,Mysore,022000,22 URDU,235118,118023,117095,0,0,0,235118,118023,117095
C0116,29,577,000000,Mysore,022015, Urdu,235090,118011,117079,0,0,0,235090,118011,117079
C0116,29,577,000000,Mysore,022999,22 Others,28,12,16,0,0,0,28,12,16
C0116,29,577,000000,Mysore,023000,23 ADI ,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,023006, Adi Gallong/Gallong,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,024000,24 AFGHANI/KABULI/PASHTO ,13,13,0,0,0,0,13,13,0
C0116,29,577,000000,Mysore,024001, Afghani/Kabuli/Pashto,7,7,0,0,0,0,7,7,0
C0116,29,577,000000,Mysore,024999,24 Others,6,6,0,0,0,0,6,6,0
C0116,29,577,000000,Mysore,028000,28 ARABIC/ARBI ,81,48,33,0,0,0,81,48,33
C0116,29,577,000000,Mysore,028001, Arabic/Arbi,81,48,33,0,0,0,81,48,33
C0116,29,577,000000,Mysore,030000,30 BHILI/BHILODI ,67,32,35,0,0,0,67,32,35
C0116,29,577,000000,Mysore,030003, Barel,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,030035, Kokna/Kokni/Kukna,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,030078, Wagdi,2,2,0,0,0,0,2,2,0
C0116,29,577,000000,Mysore,030999,30 Others,61,27,34,0,0,0,61,27,34
C0116,29,577,000000,Mysore,031000,31 BHOTIA ,77,39,38,0,0,0,77,39,38
C0116,29,577,000000,Mysore,031999,31 Others,77,39,38,0,0,0,77,39,38
C0116,29,577,000000,Mysore,034000,34 CHAKHESANG ,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,034001, Chakhesang,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,037000,37 COORGI/KODAGU ,6102,2904,3198,0,0,0,6102,2904,3198
C0116,29,577,000000,Mysore,037001, Coorgi/Kodagu,2023,939,1084,0,0,0,2023,939,1084
C0116,29,577,000000,Mysore,037003, Kodava,4079,1965,2114,0,0,0,4079,1965,2114
C0116,29,577,000000,Mysore,039000,39 DIMASA ,5,3,2,0,0,0,5,3,2
C0116,29,577,000000,Mysore,039002, Dimasa,5,3,2,0,0,0,5,3,2
C0116,29,577,000000,Mysore,040000,40 ENGLISH ,866,404,462,0,0,0,866,404,462
C0116,29,577,000000,Mysore,040001, English,866,404,462,0,0,0,866,404,462
C0116,29,577,000000,Mysore,043000,43 GARO ,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,043005, Garo,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,046000,46 HALAM ,2,1,1,0,0,0,2,1,1
C0116,29,577,000000,Mysore,046003, Halam,2,1,1,0,0,0,2,1,1
C0116,29,577,000000,Mysore,047000,47 HMAR,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,047001, Hmar,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,054000,54 KHARIA ,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,054005, Kharia,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,055000,55 KHASI ,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,055007, Khasi,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,056000,56 KHEZHA ,5,3,2,0,0,0,5,3,2
C0116,29,577,000000,Mysore,056003, Khezha,5,3,2,0,0,0,5,3,2
C0116,29,577,000000,Mysore,061000,61 KOCH ,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,061002, Koch,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,062000,62 KODA/KORA ,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,062003, Koda/Kora,3,2,1,0,0,0,3,2,1
C0116,29,577,000000,Mysore,065000,65 KONDA,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,065003, Konda,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,068000,68 KORWA ,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,068999,68 Others ,1,0,1,0,0,0,1,0,1
C0116,29,577,000000,Mysore,071000,71 KUKI,3,1,2,0,0,0,3,1,2
C0116,29,577,000000,Mysore,071008, Kuki,3,1,2,0,0,0,3,1,2
C0116,29,577,000000,Mysore,072000,72 KURUKH/ORAON ,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,072024, Kurukh/Oraon,1,1,0,0,0,0,1,1,0
C0116,29,577,000000,Mysore,073000,73 LADAKHI ,2,2,0,0,0,0,2,2,0
C0116,29,577,000000,Mysore,073003, Ladakhi,2,2,0,0,0,0,2,2,0
C0116,29,577,000000,Mysore,075000,75 LAHNDA ,39,19,20,0,0,0,39,19,20
C0116,29,577,000000,Mysore,075999,75 Others ,39,19,20,0,0,0,39,19,20
C0116,29,577,000000,Mysore,076000,76 LAKHER,2,1,1,0,0,0,2,1,1
C0116,29,577,000000,Mysore,076002, Mara,2,1,1,0,0,0,2,1,1
C0116,29,577,000000,Mysore,082000,82 LUSHAI/MIZO ,2,1,1,0,0,0,2,1,1
